name,email,annual_revenue,plan_type,tenure_months,monthly_charges,has_dedicated_csm,csm_name,csm_email,days_since_last_login,events_per_month_trend,support_ticket_velocity,churn_probability,risk_tier,churn_drivers,intervention_status
NovaSeat-5299-SJCZT,5299-sjczt@example.com,1218.6,Starter,3,101.55,False,,,87,Declining,3.5,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-2018-PZKMU,2018-pzkmu@example.com,1237.2,Starter,9,103.1,True,,,28,Increasing,0.68,0.0003,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.8629}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}, {""driver"": ""tenure_months"", ""impact"": 0.0838}]",None
NovaSeat-7340-KEFQE,7340-kefqe@example.com,410.4,Enterprise,51,34.2,True,,,5,Declining,0.67,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9269}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": 0.3312}]",None
NovaSeat-4570-QHXHL,4570-qhxhl@example.com,525.0,Starter,9,43.75,False,,,8,Stable,0.98,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-2403-BCASL,2403-bcasl@example.com,1343.4,Pro,41,111.95,True,,,61,Declining,3.7,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-7392-YYPYJ,7392-yypyj@example.com,1207.8,Starter,22,100.65,False,,,14,Increasing,1.39,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-2898-LSJGD,2898-lsjgd@example.com,671.4,Pro,21,55.95,False,,,29,Stable,2.16,0.9995,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.988}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}, {""driver"": ""tenure_months"", ""impact"": -0.0852}]",None
NovaSeat-2223-GDSHL,2223-gdshl@example.com,1392.6,Enterprise,71,116.05,True,,,19,Increasing,1.12,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-7359-PTSXY,7359-ptsxy@example.com,549.0,Starter,1,45.75,False,,,38,Stable,3.55,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1335}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}]",None
NovaSeat-9470-RTWDV,9470-rtwdv@example.com,984.0,Pro,26,82.0,True,,,9,Increasing,1.3,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-2176-OSJUV,2176-osjuv@example.com,781.8,Enterprise,71,65.15,True,,,0,Increasing,1.09,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-9348-YVOMK,9348-yvomk@example.com,537.6,Starter,4,44.8,False,,,18,Increasing,0.89,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8104-OSKWT,8104-oskwt@example.com,957.6,Starter,12,79.8,False,,,18,Stable,1.48,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.824}, {""driver"": ""days_since_last_login"", ""impact"": -0.8439}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4521-YEEHE,4521-yeehe@example.com,1066.2,Starter,18,88.85,True,,,22,Stable,0.57,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4090-KPJIP,4090-kpjip@example.com,899.4,Starter,3,74.95,False,,,22,Stable,1.08,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3786-WOVKF,3786-wovkf@example.com,1282.2,Pro,72,106.85,False,,,12,Stable,1.49,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.7648}, {""driver"": ""days_since_last_login"", ""impact"": -0.8439}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4503-BDXBD,4503-bdxbd@example.com,899.4,Starter,11,74.95,False,,,88,Increasing,2.32,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1335}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}]",None
NovaSeat-6086-ESGRL,6086-esgrl@example.com,961.8,Starter,1,80.15,False,,,54,Stable,1.53,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1335}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}]",None
NovaSeat-2592-HODOV,2592-hodov@example.com,231.6,Pro,13,19.3,False,,,0,Stable,0.53,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3886-CERTZ,3886-certz@example.com,1311.0,Pro,72,109.25,True,,,79,Increasing,2.77,0.9998,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1335}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}]",None
NovaSeat-7995-ZHHNZ,7995-zhhnz@example.com,673.2,Pro,42,56.1,False,,,28,Increasing,0.54,0.0003,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.8629}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}, {""driver"": ""tenure_months"", ""impact"": -0.0852}]",None
NovaSeat-3824-RHKVR,3824-rhkvr@example.com,236.4,Starter,17,19.7,False,,,23,Stable,1.49,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.7648}, {""driver"": ""days_since_last_login"", ""impact"": -0.8439}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5816-SCGFC,5816-scgfc@example.com,615.6,Starter,7,51.3,False,,,15,Stable,1.48,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.824}, {""driver"": ""days_since_last_login"", ""impact"": -0.8439}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5989-AXPUC,5989-axpuc@example.com,1423.2,Enterprise,68,118.6,True,,,24,Increasing,0.83,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9367}, {""driver"": ""days_since_last_login"", ""impact"": -0.8214}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4979-HPRFL,4979-hprfl@example.com,289.8,Enterprise,56,24.15,False,,,22,Stable,0.79,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8590-OHDIW,8590-ohdiw@example.com,243.6,Pro,38,20.3,False,,,22,Stable,0.65,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8015-IHCGW,8015-ihcgw@example.com,1386.0,Enterprise,72,115.5,True,,,27,Stable,0.83,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.8971}, {""driver"": ""days_since_last_login"", ""impact"": -0.3077}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-2332-TODQS,2332-todqs@example.com,300.6,Pro,48,25.05,False,,,14,Stable,0.87,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-9278-VZKCD,9278-vzkcd@example.com,1309.2,Starter,52,109.1,False,,,15,Stable,1.25,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8008-OTEZX,8008-otezx@example.com,235.8,Pro,35,19.65,False,,,10,Declining,1.37,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9269}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": 0.3312}]",None
NovaSeat-2773-OVBPK,2773-ovbpk@example.com,1335.6,Enterprise,67,111.3,True,,,23,Stable,1.25,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5999-LCXAO,5999-lcxao@example.com,358.8,Starter,1,29.9,False,,,5,Increasing,1.15,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5206-XZZQI,5206-xzzqi@example.com,967.2,Starter,53,80.6,True,,,10,Increasing,1.27,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4803-LBYPN,4803-lbypn@example.com,249.6,Starter,34,20.8,False,,,2,Increasing,1.24,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5759-RCVCB,5759-rcvcb@example.com,422.4,Starter,3,35.2,False,,,85,Increasing,3.72,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1335}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}]",None
NovaSeat-6372-RFVNS,6372-rfvns@example.com,945.6,Starter,1,78.8,False,,,27,Declining,2.04,0.9997,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 8.1256}, {""driver"": ""days_since_last_login"", ""impact"": -0.4138}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-2139-FQHLM,2139-fqhlm@example.com,1079.4,Starter,19,89.95,True,,,6,Increasing,0.78,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8261-GWDBQ,8261-gwdbq@example.com,1392.6,Enterprise,60,116.05,True,,,0,Declining,1.18,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9269}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": 0.3312}]",None
NovaSeat-1093-YSWCA,1093-yswca@example.com,234.6,Enterprise,11,19.55,False,,,16,Increasing,1.46,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.8655}, {""driver"": ""days_since_last_login"", ""impact"": -0.8532}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8938-UMKPI,8938-umkpi@example.com,1276.8,Starter,47,106.4,False,,,81,Declining,2.98,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-0991-BRRFB,0991-brrfb@example.com,592.8,Starter,18,49.4,False,,,21,Stable,3.07,0.9993,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 8.2348}, {""driver"": ""days_since_last_login"", ""impact"": -0.8376}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}]",None
NovaSeat-3882-IYOIJ,3882-iyoij@example.com,1383.0,Enterprise,60,115.25,True,,,25,Stable,0.51,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.938}, {""driver"": ""days_since_last_login"", ""impact"": -0.8201}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8749-TZYEC,8749-tzyec@example.com,297.6,Enterprise,72,24.8,False,,,22,Stable,1.29,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-1755-FZQEC,1755-fzqec@example.com,238.8,Pro,39,19.9,False,,,12,Increasing,1.35,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3115-JPJDD,3115-jpjdd@example.com,975.0,Pro,59,81.25,False,,,10,Increasing,1.13,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5600-KTXFM,5600-ktxfm@example.com,839.4,Starter,2,69.95,False,,,28,Stable,1.43,0.0003,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.8189}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}, {""driver"": ""tenure_months"", ""impact"": 0.0838}]",None
NovaSeat-3871-IKPYH,3871-ikpyh@example.com,829.2,Starter,1,69.1,False,,,31,Declining,2.4,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-6319-IEJWJ,6319-iejwj@example.com,1082.4,Starter,20,90.2,False,,,57,Stable,3.71,0.9998,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1335}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2298}]",None
NovaSeat-9025-AOMKI,9025-aomki@example.com,1122.6,Starter,6,93.55,False,,,39,Declining,1.87,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-6339-TBELP,6339-tbelp@example.com,1036.8,Enterprise,71,86.4,True,,,6,Increasing,1.06,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-7964-YESJC,7964-yesjc@example.com,795.6,Starter,24,66.3,False,,,11,Increasing,1.41,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-6173-GOLSU,6173-golsu@example.com,1135.8,Starter,67,94.65,False,,,30,Increasing,0.57,0.0005,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.868}, {""driver"": ""days_since_last_login"", ""impact"": 0.649}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5275-SQEIZ,5275-sqeiz@example.com,970.2,Starter,1,80.85,False,,,40,Declining,2.66,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-7716-YTYHG,7716-ytyhg@example.com,984.6,Pro,48,82.05,False,,,30,Declining,3.3,0.9998,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 8.0069}, {""driver"": ""days_since_last_login"", ""impact"": 0.3951}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-9938-ZREHM,9938-zrehm@example.com,865.2,Pro,37,72.1,True,,,22,Increasing,0.62,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-7950-XWOVN,7950-xwovn@example.com,416.4,Starter,11,34.7,False,,,18,Stable,0.62,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4390-KYULV,4390-kyulv@example.com,246.6,Starter,3,20.55,False,,,42,Declining,2.81,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-4647-MUZON,4647-muzon@example.com,1151.4,Starter,18,95.95,False,,,3,Stable,0.77,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-9702-AIUJO,9702-aiujo@example.com,537.6,Pro,50,44.8,False,,,2,Declining,0.7,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9269}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": 0.3312}]",None
NovaSeat-8849-PRIQJ,8849-priqj@example.com,1312.8,Pro,67,109.4,True,,,0,Stable,0.7,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8851-RAGOV,8851-ragov@example.com,852.6,Starter,25,71.05,True,,,17,Stable,0.63,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-1304-NECVQ,1304-necvq@example.com,942.6,Starter,2,78.55,False,,,65,Declining,2.9,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-5396-IZEPB,5396-izepb@example.com,236.4,Starter,9,19.7,False,,,20,Increasing,1.19,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-1729-VLAZJ,1729-vlazj@example.com,483.0,Pro,10,40.25,True,,,14,Stable,1.2,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8285-ABVLB,8285-abvlb@example.com,238.2,Enterprise,70,19.85,False,,,7,Stable,1.03,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-0701-TJSEF,0701-tjsef@example.com,819.0,Starter,9,68.25,True,,,0,Stable,1.45,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.8655}, {""driver"": ""days_since_last_login"", ""impact"": -0.8532}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5712-VBOXD,5712-vboxd@example.com,241.8,Starter,4,20.15,False,,,19,Stable,1.38,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-6629-LADHQ,6629-ladhq@example.com,611.4,Starter,2,50.95,False,,,13,Increasing,1.46,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.8655}, {""driver"": ""days_since_last_login"", ""impact"": -0.8532}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-8945-GRKHX,8945-grkhx@example.com,943.8,Starter,1,78.65,False,,,29,Declining,1.76,0.9998,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.9594}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}, {""driver"": ""tenure_months"", ""impact"": 0.0838}]",None
NovaSeat-1559-DTODC,1559-dtodc@example.com,301.8,Starter,19,25.15,False,,,4,Increasing,1.38,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4797-MIWUM,4797-miwum@example.com,243.0,Starter,7,20.25,False,,,22,Increasing,1.26,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-6959-UWKHF,6959-uwkhf@example.com,514.8,Starter,1,42.9,False,,,67,Declining,2.59,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-8720-RQSBJ,8720-rqsbj@example.com,528.0,Starter,1,44.0,False,,,27,Stable,0.61,0.0002,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.8971}, {""driver"": ""days_since_last_login"", ""impact"": -0.3077}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4537-CIBHB,4537-cibhb@example.com,243.0,Pro,9,20.25,False,,,23,Increasing,1.18,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-3815-SLMEF,3815-slmef@example.com,411.0,Starter,3,34.25,True,,,71,Declining,2.06,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-5154-VEKBL,5154-vekbl@example.com,702.0,Starter,9,58.5,True,,,32,Declining,3.04,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-4324-AHJKS,4324-ahjks@example.com,669.6,Starter,5,55.8,False,,,0,Stable,1.0,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4355-CVPVS,4355-cvpvs@example.com,1066.8,Pro,56,88.9,False,,,22,Increasing,1.18,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-4495-LHSSK,4495-lhssk@example.com,691.8,Starter,18,57.65,False,,,18,Stable,1.43,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9022}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-5655-JSMZM,5655-jsmzm@example.com,1154.4,Starter,49,96.2,False,,,22,Declining,2.8,0.9995,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 8.2063}, {""driver"": ""days_since_last_login"", ""impact"": -0.8376}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-5915-ANOEI,5915-anoei@example.com,949.8,Enterprise,70,79.15,True,,,12,Increasing,1.17,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-9861-PDSZP,9861-pdszp@example.com,1296.6,Enterprise,72,108.05,True,,,28,Stable,0.81,0.0003,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.8629}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}, {""driver"": ""tenure_months"", ""impact"": -0.0852}]",None
NovaSeat-4505-EXZHB,4505-exzhb@example.com,892.8,Starter,6,74.4,False,,,90,Declining,3.69,0.9999,Critical,"[{""driver"": ""support_ticket_velocity"", ""impact"": 7.1049}, {""driver"": ""days_since_last_login"", ""impact"": 1.8591}, {""driver"": ""events_per_month_trend"", ""impact"": 0.294}]",None
NovaSeat-7225-CBZPL,7225-cbzpl@example.com,1137.6,Starter,17,94.8,False,,,5,Increasing,0.94,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
NovaSeat-6704-UTUKK,6704-utukk@example.com,550.8,Starter,29,45.9,False,,,14,Increasing,1.36,1e-04,Low,"[{""driver"": ""support_ticket_velocity"", ""impact"": -7.9462}, {""driver"": ""days_since_last_login"", ""impact"": -0.8614}, {""driver"": ""events_per_month_trend"", ""impact"": -0.2406}]",None
